O*NET-SOC Code,Title,dv_rating_alpha,dv_rating_beta,dv_rating_gamma,human_rating_alpha,human_rating_beta,human_rating_gamma,alpha_new,beta_new,gamma_new,dv_rating_new,time_based_score,observed_penetration_score
11-9179.02,Spa Managers                                                                                               ,0.238095238095238,0.5238095238095237,0.8095238095238095,0.1428571428571428,0.3571428571428571,0.5714285714285714,0.3809523809523809,0.5238095238095238,0.6666666666666666,0.5238095238095238,0.6927751924983262,0.18077328098841466
11-9199.01,Regulatory Affairs Managers                                                                                ,0.1153846153846153,0.5576923076923077,1.0,0.1923076923076923,0.5384615384615385,0.8846153846153847,0.5862068965517241,0.7586206896551724,0.9310344827586208,0.7407407407407407,0.7808694860474741,0.14702107899350833
11-9199.02,Compliance Managers                                                                                        ,0.08,0.52,0.96,0.34,0.54,0.74,0.6,0.7125,0.825,0.7,0.6680265997334264,0.1279774203553174
11-9199.08,Loss Prevention Managers                                                                                   ,0.0566037735849056,0.4339622641509433,0.8113207547169811,0.1132075471698113,0.3679245283018867,0.6226415094339622,0.1785714285714285,0.4285714285714285,0.6785714285714286,0.42592592592592593,0.48281475665070595,0.03682674100117906
11-9199.09,Wind Energy Operations Managers                                                                            ,0.0625,0.4375,0.8125,0.1875,0.40625,0.625,0.25,0.53125,0.8125,0.53125,0.41375083974536186,0.0
11-9199.10,Wind Energy Development Managers                                                                           ,0.0666666666666666,0.5333333333333333,1.0,0.2666666666666666,0.5333333333333333,0.8,0.5333333333333333,0.7333333333333333,0.9333333333333332,0.7333333333333333,0.725090169025364,0.04799274526890337
11-9199.11,Brownfield Redevelopment Specialists and Site Managers                                                     ,0.0465116279069767,0.4651162790697674,0.8837209302325582,0.2093023255813953,0.4069767441860465,0.6046511627906976,0.3846153846153846,0.5769230769230769,0.7692307692307693,0.6086956521739131,0.6644199077025897,0.0
13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes                                        ",0.1739130434782608,0.5434782608695652,0.9130434782608696,0.3043478260869565,0.3695652173913043,0.4347826086956521,0.4736842105263157,0.631578947368421,0.7894736842105263,0.6428571428571429,0.7238056409870539,0.231609885814549
13-1021.00,"Buyers and Purchasing Agents, Farm Products                                                              ",0.0555555555555555,0.5277777777777778,1.0,0.0555555555555555,0.25,0.4444444444444444,0.2222222222222222,0.4444444444444444,0.6666666666666666,0.4583333333333333,0.46702081650753274,0.0
13-1022.00,"Wholesale and Retail Buyers, Except Farm Products                                                        ",0.0333333333333333,0.4666666666666667,0.9,0.1,0.4,0.7,0.4666666666666667,0.6666666666666666,0.8666666666666667,0.625,0.5736015549050381,0.0840476885115208
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products                                           ",0.0526315789473684,0.4736842105263157,0.894736842105263,0.1578947368421052,0.3684210526315789,0.5789473684210527,0.3684210526315789,0.6052631578947368,0.8421052631578947,0.6052631578947368,0.6986301336582379,0.468303028348799
13-1031.00,"Claims Adjusters, Examiners, and Investigators                                                           ",0.08,0.52,0.96,0.18,0.49,0.8,0.1714285714285714,0.5428571428571428,0.9142857142857144,0.5172413793103449,0.5089080129465339,0.16285294365012698
13-1032.00,"Insurance Appraisers, Auto Damage                                                                        ",0.0,0.5,1.0,0.1428571428571428,0.5,0.8571428571428571,0.4285714285714285,0.6428571428571429,0.8571428571428571,0.6428571428571429,0.5486652965621028,0.0
13-1041.00,Compliance Officers                                                                                        ,0.4545454545454546,0.6818181818181819,0.9090909090909092,0.4545454545454546,0.6136363636363636,0.7727272727272727,0.3636363636363636,0.5227272727272727,0.6818181818181818,0.59375,0.7008111086388971,0.28816279107631076
13-1041.01,Environmental Compliance Inspectors                                                                        ,0.1707317073170731,0.4512195121951219,0.7317073170731707,0.2926829268292683,0.4878048780487805,0.6829268292682927,0.5675675675675675,0.6216216216216216,0.6756756756756757,0.5769230769230769,0.500927766873517,0.012323446701101014
13-1041.03,Equal Opportunity Representatives and Officers                                                             ,0.4,0.6,0.8,0.3666666666666667,0.5,0.6333333333333333,0.3703703703703703,0.4629629629629629,0.5555555555555556,0.5263157894736842,0.648513823829561,0.013564252694592844
13-1041.04,Government Property Inspectors and Investigators                                                           ,0.1176470588235294,0.4411764705882353,0.7647058823529411,0.1764705882352941,0.3529411764705882,0.5294117647058824,0.08,0.24,0.4,0.2857142857142857,0.4587534297410533,0.1696380035372208
13-1041.06,Coroners                                                                                                   ,0.1351351351351351,0.3378378378378378,0.5405405405405406,0.3243243243243243,0.4594594594594595,0.5945945945945946,0.1739130434782608,0.3260869565217391,0.4782608695652174,0.3,0.28175270784994294,0.0
13-1041.07,Regulatory Affairs Specialists                                                                             ,0.0892857142857142,0.5357142857142857,0.9821428571428572,0.4285714285714285,0.6696428571428571,0.9107142857142856,0.5,0.675,0.85,0.6875,0.7350122619635058,0.11537389805130895
13-1041.08,Customs Brokers                                                                                            ,0.2727272727272727,0.6363636363636364,1.0,0.3181818181818182,0.6022727272727273,0.8863636363636364,0.44,0.66,0.88,0.6739130434782609,0.6803377390495499,0.19909656670576323
13-1051.00,Cost Estimators                                                                                            ,0.0,0.5,1.0,0.1538461538461538,0.4807692307692308,0.8076923076923077,0.3125,0.53125,0.75,0.5714285714285714,0.507405407592663,0.05807329108516545
13-1071.00,Human Resources Specialists                                                                                ,0.3333333333333333,0.6444444444444445,0.9555555555555556,0.3777777777777777,0.5888888888888889,0.8,0.6666666666666666,0.8181818181818182,0.9696969696969696,0.8269230769230769,0.8665698520770979,0.4179736943324359
13-1074.00,Farm Labor Contractors                                                                                     ,0.0,0.1428571428571428,0.2857142857142857,0.0,0.0,0.0,0.0,0.15,0.3,0.1875,0.24068321793199782,0.0
13-1075.00,Labor Relations Specialists                                                                                ,0.1698113207547169,0.5471698113207547,0.9245283018867924,0.1132075471698113,0.4433962264150943,0.7735849056603773,0.5483870967741935,0.6935483870967742,0.8387096774193549,0.6785714285714286,0.5816513923542175,0.0
13-1081.00,Logisticians                                                                                               ,0.0909090909090909,0.5,0.9090909090909092,0.1818181818181818,0.4545454545454546,0.7272727272727273,0.5,0.6590909090909091,0.8181818181818182,0.6590909090909091,0.5033994014769559,0.015334025168284368
13-1081.01,Logistics Engineers                                                                                        ,0.0350877192982456,0.5175438596491228,1.0,0.4736842105263157,0.6842105263157894,0.894736842105263,0.6666666666666666,0.803030303030303,0.9393939393939394,0.8166666666666667,0.7059560785605284,0.24544464205245842
13-1081.02,Logistics Analysts                                                                                         ,0.1320754716981132,0.5660377358490566,1.0,0.3962264150943396,0.6509433962264151,0.9056603773584906,0.5,0.75,1.0,0.7580645161290323,0.6940954961938949,0.23567023929856423
13-1082.00,Project Management Specialists                                                                             ,0.1,0.55,1.0,0.05,0.4,0.75,0.7,0.85,1.0,0.85,,
13-1111.00,Management Analysts                                                                                        ,0.0952380952380952,0.4047619047619047,0.7142857142857142,0.1904761904761904,0.5,0.8095238095238095,0.5833333333333334,0.7083333333333334,0.8333333333333334,0.7272727272727273,0.7225433415514226,0.2559516628917632
13-1121.00,"Meeting, Convention, and Event Planners                                                                  ",0.1081081081081081,0.4864864864864865,0.8648648648648649,0.081081081081081,0.3648648648648649,0.6486486486486487,0.5,0.6153846153846154,0.7307692307692307,0.6190476190476191,0.7488465911189038,0.1626964988662299
13-1131.00,Fundraisers                                                                                                ,0.1538461538461538,0.5192307692307693,0.8846153846153847,0.25,0.4903846153846154,0.7307692307692308,0.59375,0.671875,0.75,0.6607142857142857,0.48180372507034464,0.017981188047244218
13-1141.00,"Compensation, Benefits, and Job Analysis Specialists                                                     ",0.0789473684210526,0.4736842105263157,0.8684210526315789,0.3157894736842105,0.4736842105263157,0.631578947368421,0.3529411764705882,0.5,0.6470588235294118,0.5625,0.5528491687748779,0.038969768886631145
13-1151.00,Training and Development Specialists                                                                       ,0.1052631578947368,0.5526315789473684,1.0,0.4210526315789473,0.5921052631578947,0.763157894736842,0.5909090909090909,0.7272727272727273,0.8636363636363636,0.7,0.6584904405144688,0.1522299942165327
13-1161.00,Market Research Analysts and Marketing Specialists                                                         ,0.0,0.5,1.0,0.2307692307692307,0.576923076923077,0.9230769230769232,0.5384615384615384,0.6923076923076923,0.8461538461538461,0.6923076923076923,0.8310840096508253,0.7084123850618276
13-1161.01,Search Marketing Strategists                                                                               ,0.0983606557377049,0.5491803278688525,1.0,0.0163934426229508,0.5081967213114754,1.0,0.6595744680851063,0.8297872340425532,1.0,0.8333333333333334,0.8341614000447723,0.5453621847143115
13-1199.04,Business Continuity Planners                                                                               ,0.1463414634146341,0.5731707317073171,1.0,0.1951219512195122,0.5,0.8048780487804879,0.5,0.7272727272727273,0.9545454545454546,0.7380952380952381,0.7081454632745604,0.22350735108357087
13-1199.05,Sustainability Specialists                                                                                 ,0.2142857142857142,0.6071428571428571,1.0,0.4285714285714285,0.6785714285714285,0.9285714285714284,0.7142857142857143,0.8214285714285714,0.9285714285714286,0.8214285714285714,0.8613675474728344,0.030582476563533696
13-1199.06,Online Merchants                                                                                           ,0.3620689655172414,0.6293103448275862,0.896551724137931,0.3103448275862069,0.5603448275862069,0.8103448275862069,0.6363636363636364,0.7840909090909091,0.9318181818181818,0.7647058823529411,0.6473678784943218,0.48500435214593296
13-1199.07,Security Management Specialists                                                                            ,0.1739130434782608,0.5217391304347826,0.8695652173913043,0.1304347826086956,0.4130434782608695,0.6956521739130435,0.4347826086956521,0.5,0.5652173913043478,0.5,0.49045874729726163,0.17983271716897226
13-2011.00,Accountants and Auditors                                                                                   ,0.12,0.56,1.0,0.2,0.52,0.84,0.3055555555555556,0.5833333333333334,0.8611111111111112,0.5833333333333334,0.6294373805046602,0.32434974753644275
13-2022.00,Appraisers of Personal and Business Property                                                               ,0.1428571428571428,0.5714285714285714,1.0,0.3571428571428571,0.5714285714285714,0.7857142857142857,0.5714285714285714,0.6071428571428571,0.6428571428571429,0.6071428571428571,0.6514578084311008,0.0
13-2023.00,Appraisers and Assessors of Real Estate                                                                    ,0.0178571428571428,0.4910714285714285,0.9642857142857142,0.1964285714285714,0.4642857142857142,0.7321428571428571,0.5454545454545454,0.6060606060606061,0.6666666666666666,0.6,0.7930754687165891,0.24668045879845496
13-2031.00,Budget Analysts                                                                                            ,0.08,0.52,0.96,0.32,0.64,0.96,0.1428571428571428,0.5,0.8571428571428571,0.5384615384615384,0.5288625123184797,0.09267660766543823
13-2041.00,Credit Analysts                                                                                            ,0.1111111111111111,0.5555555555555556,1.0,0.2222222222222222,0.5555555555555556,0.8888888888888888,0.1333333333333333,0.5666666666666667,1.0,0.5909090909090909,0.6220730397574852,0.20622478689190396
13-2051.00,Financial and Investment Analysts                                                                          ,0.0,0.4615384615384615,0.9230769230769232,0.1538461538461538,0.5,0.8461538461538463,0.7307692307692307,0.7884615384615384,0.8461538461538461,0.7884615384615384,,
13-2052.00,Personal Financial Advisors                                                                                ,0.0526315789473684,0.5,0.9473684210526316,0.3947368421052631,0.6710526315789473,0.9473684210526316,0.44,0.62,0.8,0.6190476190476191,0.6613841067165364,0.39188596546103566
13-2053.00,Insurance Underwriters                                                                                     ,0.1428571428571428,0.5714285714285714,1.0,0.1428571428571428,0.5,0.8571428571428571,0.1428571428571428,0.5714285714285714,1.0,0.5714285714285714,0.6056567801270871,0.077292221694678
13-2054.00,Financial Risk Specialists                                                                                 ,0.0666666666666666,0.5333333333333333,1.0,0.2333333333333333,0.5833333333333334,0.9333333333333332,0.8,0.8833333333333333,0.9666666666666668,0.8833333333333333,,
13-2061.00,Financial Examiners                                                                                        ,0.0606060606060606,0.5,0.9393939393939394,0.303030303030303,0.5757575757575758,0.8484848484848485,0.3333333333333333,0.5,0.6666666666666666,0.5294117647058824,0.4320160679474055,0.02082253514826868
13-2071.00,Credit Counselors                                                                                          ,0.2727272727272727,0.625,0.9772727272727272,0.4545454545454546,0.6931818181818182,0.931818181818182,0.6,0.74,0.88,0.7608695652173914,0.7628852502485723,0.2310232035298892
13-2072.00,Loan Officers                                                                                              ,0.2045454545454545,0.5909090909090909,0.9772727272727272,0.3409090909090909,0.6477272727272727,0.9545454545454546,0.3333333333333333,0.6212121212121212,0.9090909090909092,0.6333333333333333,,
13-2081.00,"Tax Examiners and Collectors, and Revenue Agents                                                         ",0.1935483870967742,0.5806451612903225,0.967741935483871,0.4516129032258064,0.6774193548387096,0.9032258064516128,0.0454545454545454,0.4090909090909091,0.7727272727272727,0.42,,
13-2082.00,Tax Preparers                                                                                              ,0.25,0.625,1.0,0.25,0.625,1.0,1.0,1.0,1.0,1.0,1.0,0.17267496330012938
13-2099.01,Financial Quantitative Analysts                                                                            ,0.3783783783783784,0.6891891891891893,1.0,0.3243243243243243,0.6621621621621622,1.0,0.5769230769230769,0.7884615384615384,1.0,0.8333333333333334,0.9294452557089474,0.6234016593220593
13-2099.04,"Fraud Examiners, Investigators and Analysts                                                              ",0.0909090909090909,0.4772727272727273,0.8636363636363636,0.1818181818181818,0.5227272727272727,0.8636363636363636,0.44,0.56,0.68,0.6086956521739131,0.7793033812911868,0.16952633381179918
15-1211.00,Computer Systems Analysts                                                                                  ,0.5882352941176471,0.75,0.9117647058823528,0.1176470588235294,0.4705882352941176,0.8235294117647058,0.5625,0.671875,0.78125,0.6136363636363636,0.6376605842435125,0.4148116466239221
15-1211.01,Health Informatics Specialists                                                                             ,0.0,0.4848484848484848,0.9696969696969696,0.3636363636363636,0.6363636363636364,0.9090909090909092,0.4444444444444444,0.6388888888888888,0.8333333333333334,0.6764705882352942,0.6905709610295158,0.19066948959854926
15-1212.00,Information Security Analysts                                                                              ,0.3478260869565217,0.6521739130434783,0.9565217391304348,0.0869565217391304,0.5434782608695652,1.0,0.3076923076923077,0.5769230769230769,0.8461538461538461,0.625,0.6298996755472343,0.5682077922588572
15-1221.00,Computer and Information Research Scientists                                                               ,0.3846153846153846,0.6346153846153847,0.8846153846153847,0.2307692307692307,0.5,0.7692307692307693,0.4736842105263157,0.6842105263157895,0.8947368421052632,0.7333333333333333,0.891256656039406,0.35307660098240445
15-1231.00,Computer Network Support Specialists                                                                       ,0.4615384615384615,0.6346153846153847,0.8076923076923077,0.2307692307692307,0.5384615384615385,0.8461538461538463,0.2307692307692307,0.5,0.7692307692307693,0.5,0.518605131157564,0.32704002177966435
15-1232.00,Computer User Support Specialists                                                                          ,0.4444444444444444,0.611111111111111,0.7777777777777777,0.4814814814814814,0.6666666666666666,0.8518518518518519,0.3809523809523809,0.5476190476190477,0.7142857142857143,0.5625,0.4615128299532985,0.40647621728289934
15-1241.00,Computer Network Architects                                                                                ,0.390625,0.6640625,0.9375,0.203125,0.5546875,0.90625,0.5142857142857142,0.6285714285714286,0.7428571428571429,0.6515151515151515,0.6472957535012954,0.3099212699757269
15-1241.01,Telecommunications Engineering Specialists                                                                 ,0.3191489361702128,0.6063829787234043,0.8936170212765957,0.2553191489361702,0.5319148936170213,0.8085106382978723,0.2903225806451613,0.5,0.7096774193548387,0.5384615384615384,0.5842362848331519,0.3207881118952191
15-1242.00,Database Administrators                                                                                    ,0.8709677419354839,0.935483870967742,1.0,0.2903225806451612,0.5967741935483871,0.9032258064516128,0.4736842105263157,0.7368421052631579,1.0,0.75,0.7021905214360866,0.459842786940361
15-1243.00,Database Architects                                                                                        ,0.7560975609756098,0.8780487804878049,1.0,0.2439024390243902,0.5975609756097561,0.951219512195122,0.8,0.9,1.0,0.9,0.9600366037859849,0.4943293263969182
15-1243.01,Data Warehousing Specialists                                                                               ,0.8888888888888888,0.9444444444444444,1.0,0.3888888888888888,0.6944444444444444,1.0,0.6111111111111112,0.8055555555555556,1.0,0.8055555555555556,0.8014459576489135,0.7133736106092342
15-1244.00,Network and Computer Systems Administrators                                                                ,0.5405405405405406,0.7297297297297298,0.918918918918919,0.1621621621621621,0.5135135135135136,0.8648648648648649,0.2608695652173913,0.4782608695652174,0.6956521739130435,0.5,0.44179289286334816,0.10492483575619822
15-1251.00,Computer Programmers                                                                                       ,0.9,0.95,1.0,0.4333333333333333,0.6833333333333333,0.9333333333333332,0.8571428571428571,0.9285714285714286,1.0,0.9117647058823529,0.8977429677202682,0.6410114012332166
